 640,                      Kentucky,5.28990e+00,3.92021e+00,7.75312e+01,6.40938e+01
 577,                          Duke,4.97022e+00,3.82299e+00,8.19667e+01,7.04000e+01
 651,                    Louisville,4.96849e+00,3.56200e+00,8.18333e+01,6.84667e+01
 717,                    Notre Dame,4.91894e+00,3.71929e+00,8.00968e+01,7.11935e+01
 636,                        Kansas,4.89164e+00,3.86692e+00,8.13333e+01,6.63667e+01
 511,                       Arizona,4.88579e+00,3.86866e+00,8.52143e+01,7.02500e+01
 725,                        Oregon,4.77983e+00,3.68277e+00,8.22188e+01,7.39688e+01
 783,                      Stanford,4.65538e+00,3.83734e+00,7.22581e+01,6.69677e+01
 592,                       Florida,4.62245e+00,3.69060e+00,7.59032e+01,6.46774e+01
 708,                North Carolina,4.61241e+00,3.92406e+00,7.11562e+01,7.08438e+01
 604,                       Georgia,4.56180e+00,3.93875e+00,7.91852e+01,7.31852e+01
 625,                       Indiana,4.50588e+00,3.81570e+00,7.05312e+01,6.70000e+01
 786,                      Syracuse,4.49149e+00,3.64324e+00,8.01034e+01,6.98966e+01
 559,                   Connecticut,4.48916e+00,3.67972e+00,8.00333e+01,7.14000e+01
 676,                      Missouri,4.48838e+00,3.78508e+00,7.17742e+01,6.64839e+01
 793,                         Texas,4.47055e+00,3.68937e+00,7.88571e+01,6.86786e+01
 839,                   Wake Forest,4.45836e+00,3.71983e+00,7.84138e+01,6.76207e+01
 556,                      Colorado,4.44929e+00,3.63977e+00,7.55161e+01,7.00645e+01
 853,                        Xavier,4.40978e+00,3.43594e+00,7.82333e+01,6.59667e+01
 562,                     Creighton,4.39565e+00,3.15025e+00,7.92424e+01,6.43333e+01
 623,                      Illinois,4.35381e+00,3.61064e+00,7.54333e+01,6.14000e+01
 655,                           LSU,4.34203e+00,3.52140e+00,7.32258e+01,6.29032e+01
 662,                      Maryland,4.29445e+00,3.80642e+00,8.07857e+01,6.68571e+01
 721,                      Oklahoma,4.28398e+00,3.70610e+00,7.11667e+01,6.01667e+01
 830,                      Virginia,4.26748e+00,3.90606e+00,7.33793e+01,7.47931e+01
 671,                   Michigan St,4.26085e+00,3.79920e+00,6.72258e+01,6.09677e+01
 660,                     Marquette,4.24628e+00,3.53058e+00,7.83929e+01,6.76786e+01
 731,                    Pittsburgh,4.24581e+00,3.58612e+00,7.46000e+01,5.88333e+01
 512,                    Arizona St,4.21477e+00,3.90486e+00,7.59655e+01,6.91724e+01
 527,                Boston College,4.20741e+00,3.60457e+00,7.96552e+01,7.63448e+01
 817,                          UNLV,4.19081e+00,3.43751e+00,7.55806e+01,7.05484e+01
 796,                    Texas Tech,4.18008e+00,3.66125e+00,7.35333e+01,6.72000e+01
 818,                           USC,4.17239e+00,3.81889e+00,7.65000e+01,7.65333e+01
 695,                      NC State,4.14354e+00,3.76862e+00,7.24000e+01,6.80000e+01
 666,                       Memphis,4.14232e+00,3.50276e+00,7.45172e+01,6.58276e+01
 675,                Mississippi St,4.13585e+00,3.67486e+00,7.01667e+01,6.01667e+01
 539,                    California,4.10669e+00,3.81768e+00,7.44828e+01,6.97586e+01
 810,                          UCLA,4.10186e+00,3.97996e+00,7.52069e+01,7.86207e+01
 607,                       Gonzaga,4.10017e+00,3.32053e+00,7.70645e+01,6.81935e+01
 536,                           BYU,4.07199e+00,3.41905e+00,7.24516e+01,6.36774e+01
 569,                        Dayton,4.05804e+00,3.43332e+00,7.27931e+01,6.63103e+01
 738,                        Purdue,4.01146e+00,3.76105e+00,7.17500e+01,6.52500e+01
 805,                           UAB,3.98048e+00,3.34314e+00,7.70000e+01,7.25333e+01
 829,                     Villanova,3.94177e+00,3.62366e+00,7.22000e+01,7.01000e+01
 518,                        Auburn,3.93359e+00,3.63024e+00,7.01000e+01,6.55667e+01
 722,                   Oklahoma St,3.92361e+00,3.64860e+00,6.87241e+01,6.22069e+01
 849,                     Wisconsin,3.91781e+00,3.61583e+00,7.07241e+01,5.86897e+01
 504,                       Alabama,3.89022e+00,3.74837e+00,6.92857e+01,6.50000e+01
 606,                  Georgia Tech,3.88767e+00,3.80334e+00,7.40714e+01,6.96071e+01
 737,                    Providence,3.88274e+00,3.65277e+00,7.20690e+01,6.83448e+01
 670,                      Michigan,3.88081e+00,3.69933e+00,6.90000e+01,6.72667e+01
 720,                       Ohio St,3.83931e+00,3.72613e+00,6.44194e+01,6.44516e+01
 557,                   Colorado St,3.80595e+00,3.42372e+00,7.40000e+01,7.26667e+01
 603,                    Georgetown,3.80275e+00,3.61097e+00,7.63103e+01,6.97931e+01
 749,                    S Illinois,3.79312e+00,3.18430e+00,7.45333e+01,6.81000e+01
 778,                     St John's,3.78443e+00,3.77151e+00,7.13793e+01,6.95517e+01
 827,                    Vanderbilt,3.78073e+00,3.86896e+00,6.88966e+01,7.21034e+01
 821,                          Utah,3.78066e+00,3.38060e+00,6.67333e+01,6.00000e+01
 673,                     Minnesota,3.77681e+00,3.60300e+00,7.44286e+01,7.17857e+01
 802,                         Tulsa,3.77631e+00,3.15707e+00,7.35161e+01,6.52581e+01
 845,                  WI Milwaukee,3.77268e+00,3.06635e+00,7.71000e+01,6.99333e+01
 537,                    C Michigan,3.75834e+00,3.19238e+00,7.93448e+01,7.32414e+01
 764,                    Seton Hall,3.73061e+00,3.70369e+00,6.78966e+01,6.63448e+01
 549,                    Cincinnati,3.69823e+00,3.65777e+00,6.73214e+01,6.15000e+01
 637,                     Kansas St,3.69374e+00,3.61499e+00,6.96333e+01,6.61667e+01
 790,                     Tennessee,3.69094e+00,3.71307e+00,6.85714e+01,6.61429e+01
 779,                St Joseph's PA,3.68031e+00,3.33583e+00,7.06207e+01,5.92759e+01
 789,                        Temple,3.67979e+00,3.58030e+00,6.67333e+01,6.70000e+01
 835,                    W Kentucky,3.66114e+00,3.02880e+00,7.30968e+01,6.64194e+01
 794,                     Texas A&M,3.65797e+00,3.55042e+00,7.19643e+01,7.32143e+01
 595,                    Florida St,3.64963e+00,3.73838e+00,6.80690e+01,6.65517e+01
 699,                        Nevada,3.64748e+00,3.15608e+00,7.63000e+01,7.18333e+01
 639,                          Kent,3.62544e+00,3.20844e+00,7.66207e+01,7.18276e+01
 546,                     Charlotte,3.61570e+00,3.58812e+00,6.84483e+01,6.98966e+01
 628,                          Iowa,3.61284e+00,3.52361e+00,6.92759e+01,6.64828e+01
 775,                St Bonaventure,3.59372e+00,3.46605e+00,7.94815e+01,7.81111e+01
 852,                       Wyoming,3.58140e+00,3.35115e+00,7.28966e+01,7.01724e+01
 654,                Loyola-Chicago,3.56161e+00,3.16922e+00,7.44839e+01,7.46452e+01
 801,                        Tulane,3.51322e+00,3.40123e+00,7.10333e+01,6.78667e+01
 788,                           TCU,3.51116e+00,3.45044e+00,7.66429e+01,8.04286e+01
 573,                        DePaul,3.50790e+00,3.61360e+00,6.70357e+01,6.42143e+01
