 708,                North Carolina,5.77781e+00,4.04940e+00,8.87742e+01,7.02581e+01
 839,                   Wake Forest,5.68705e+00,4.06005e+00,8.47097e+01,7.34194e+01
 840,                    Washington,5.42104e+00,3.88940e+00,8.62258e+01,7.34194e+01
 623,                      Illinois,5.36441e+00,3.71301e+00,7.74242e+01,6.01212e+01
 577,                          Duke,5.24129e+00,4.02180e+00,7.97667e+01,6.58000e+01
 511,                       Arizona,5.22362e+00,3.84635e+00,7.96667e+01,6.95455e+01
 636,                        Kansas,4.88969e+00,3.83281e+00,7.54483e+01,6.52414e+01
 722,                   Oklahoma St,4.78521e+00,3.80177e+00,7.81034e+01,6.58621e+01
 786,                      Syracuse,4.76638e+00,3.49074e+00,7.54848e+01,6.47576e+01
 721,                      Oklahoma,4.73476e+00,3.76936e+00,7.54194e+01,6.30323e+01
 628,                          Iowa,4.73238e+00,3.78009e+00,7.32188e+01,6.70312e+01
 720,                       Ohio St,4.66315e+00,3.61344e+00,7.10312e+01,6.40938e+01
 695,                      NC State,4.60831e+00,4.01885e+00,7.38438e+01,6.63750e+01
 651,                    Louisville,4.60146e+00,3.50711e+00,8.05484e+01,6.26452e+01
 606,                  Georgia Tech,4.58184e+00,4.01438e+00,7.45667e+01,6.63000e+01
 559,                   Connecticut,4.56928e+00,3.69663e+00,7.86207e+01,6.67586e+01
 796,                    Texas Tech,4.56755e+00,3.76227e+00,7.75333e+01,6.95667e+01
 662,                      Maryland,4.45038e+00,3.94179e+00,8.23214e+01,7.67500e+01
 592,                       Florida,4.43942e+00,3.59777e+00,7.68667e+01,6.27333e+01
 640,                      Kentucky,4.41535e+00,3.65323e+00,7.37333e+01,6.19000e+01
 607,                       Gonzaga,4.37982e+00,3.50628e+00,7.96897e+01,6.97931e+01
 829,                     Villanova,4.33148e+00,3.51836e+00,7.37586e+01,6.26552e+01
 549,                    Cincinnati,4.28754e+00,3.50795e+00,7.64194e+01,6.44194e+01
 793,                         Texas,4.28443e+00,3.71523e+00,7.73448e+01,6.90000e+01
 512,                    Arizona St,4.25629e+00,3.76142e+00,7.59677e+01,7.16452e+01
