 786,                      Syracuse,5.23260e+00,3.74462e+00,8.09706e+01,7.29118e+01
 708,                North Carolina,5.12348e+00,3.68107e+00,8.93871e+01,7.28710e+01
 577,                          Duke,5.09056e+00,3.81244e+00,7.80294e+01,6.56176e+01
 651,                    Louisville,4.68510e+00,3.76278e+00,7.39394e+01,6.16061e+01
 676,                      Missouri,4.68245e+00,3.44667e+00,8.11176e+01,6.64706e+01
 840,                    Washington,4.66322e+00,3.52631e+00,7.89394e+01,6.96061e+01
 731,                    Pittsburgh,4.63408e+00,3.74510e+00,7.77097e+01,6.41613e+01
 829,                     Villanova,4.62160e+00,3.71703e+00,7.65455e+01,6.70000e+01
 722,                   Oklahoma St,4.57418e+00,3.61255e+00,8.11212e+01,7.42121e+01
 559,                   Connecticut,4.51548e+00,3.66387e+00,7.73226e+01,6.39677e+01
 721,                      Oklahoma,4.50864e+00,3.58106e+00,7.91875e+01,6.78125e+01
 636,                        Kansas,4.50794e+00,3.66279e+00,7.71250e+01,6.58125e+01
 843,                 West Virginia,4.47040e+00,3.73411e+00,7.23824e+01,6.16176e+01
 790,                     Tennessee,4.46616e+00,3.56535e+00,7.84848e+01,7.23636e+01
 660,                     Marquette,4.46410e+00,3.61527e+00,7.88485e+01,6.94545e+01
 839,                   Wake Forest,4.44916e+00,3.62542e+00,8.13667e+01,7.03000e+01
 810,                          UCLA,4.38532e+00,3.54307e+00,7.60000e+01,6.32727e+01
 671,                   Michigan St,4.38355e+00,3.58754e+00,7.19062e+01,6.29062e+01
 595,                    Florida St,4.35687e+00,3.65936e+00,6.86176e+01,6.50000e+01
 527,                Boston College,4.31854e+00,3.54536e+00,7.49394e+01,7.04545e+01
 662,                      Maryland,4.29423e+00,3.65424e+00,7.14545e+01,6.84545e+01
 521,                        Baylor,4.27360e+00,3.66944e+00,7.53333e+01,7.09394e+01
 738,                        Purdue,4.27120e+00,3.43269e+00,6.93529e+01,5.91176e+01
 539,                    California,4.24781e+00,3.53872e+00,7.50312e+01,6.83438e+01
 666,                       Memphis,4.23580e+00,3.25134e+00,7.40588e+01,5.68824e+01
 793,                         Texas,4.23176e+00,3.69200e+00,7.23333e+01,6.54545e+01
 737,                    Providence,4.22778e+00,3.60863e+00,7.84688e+01,7.66562e+01
 551,                       Clemson,4.21935e+00,3.48371e+00,7.89677e+01,6.82258e+01
 512,                    Arizona St,4.18911e+00,3.61291e+00,6.95455e+01,6.00606e+01
 511,                       Arizona,4.16656e+00,3.61208e+00,7.21875e+01,6.84375e+01
 717,                    Notre Dame,4.14280e+00,3.61901e+00,7.65938e+01,7.11875e+01
 818,                           USC,4.09440e+00,3.70720e+00,6.83636e+01,6.34848e+01
 675,                Mississippi St,4.09173e+00,3.35135e+00,7.40294e+01,6.90294e+01
 853,                        Xavier,4.02778e+00,3.31091e+00,7.23750e+01,6.24062e+01
 796,                    Texas Tech,3.99724e+00,3.60662e+00,7.48750e+01,7.78750e+01
 592,                       Florida,3.98766e+00,3.35562e+00,7.73939e+01,6.76970e+01
 831,                 Virginia Tech,3.95885e+00,3.62781e+00,7.15000e+01,6.91562e+01
 821,                          Utah,3.94028e+00,3.29886e+00,7.09688e+01,6.34688e+01
 655,                           LSU,3.92506e+00,3.26176e+00,7.49091e+01,6.54848e+01
 720,                       Ohio St,3.92496e+00,3.47899e+00,6.66875e+01,6.16250e+01
 603,                    Georgetown,3.91242e+00,3.80154e+00,6.92000e+01,6.35333e+01
 623,                      Illinois,3.90127e+00,3.47120e+00,6.46061e+01,5.66061e+01
 536,                           BYU,3.90107e+00,3.14654e+00,7.71935e+01,6.47419e+01
 670,                      Michigan,3.89683e+00,3.54391e+00,6.68438e+01,6.33125e+01
 794,                     Texas A&M,3.86514e+00,3.45796e+00,7.17188e+01,6.63438e+01
 640,                      Kentucky,3.86127e+00,3.42834e+00,7.47576e+01,6.62424e+01
 578,                      Duquesne,3.83468e+00,3.13112e+00,7.80303e+01,7.34848e+01
 741,                  Rhode Island,3.81295e+00,3.17877e+00,7.98750e+01,7.26250e+01
 766,                         Siena,3.80894e+00,3.04438e+00,7.76667e+01,7.00303e+01
 607,                       Gonzaga,3.80777e+00,3.20096e+00,7.88000e+01,6.15667e+01
 783,                      Stanford,3.79509e+00,3.49820e+00,7.29032e+01,6.88710e+01
 764,                    Seton Hall,3.71226e+00,3.61345e+00,7.36774e+01,7.26129e+01
 637,                     Kansas St,3.70424e+00,3.40793e+00,7.54516e+01,6.63548e+01
 562,                     Creighton,3.70177e+00,2.99371e+00,7.36061e+01,6.53636e+01
 789,                        Temple,3.69551e+00,3.30900e+00,6.89697e+01,6.33939e+01
 701,                    New Mexico,3.68804e+00,3.18425e+00,7.37188e+01,6.57812e+01
 673,                     Minnesota,3.68255e+00,3.39077e+00,6.61613e+01,6.14516e+01
 805,                           UAB,3.67709e+00,3.17583e+00,7.26364e+01,6.58788e+01
 518,                        Auburn,3.66013e+00,3.26553e+00,7.22500e+01,6.59688e+01
 549,                    Cincinnati,3.65027e+00,3.57858e+00,6.83438e+01,6.63438e+01
 729,                       Penn St,3.64958e+00,3.28850e+00,6.60000e+01,6.20909e+01
 606,                  Georgia Tech,3.62925e+00,3.64663e+00,7.12258e+01,7.14839e+01
 668,                      Miami FL,3.62174e+00,3.70294e+00,7.21034e+01,6.63103e+01
 704,                       Niagara,3.60622e+00,2.87961e+00,7.65588e+01,6.76765e+01
 769,                South Carolina,3.60243e+00,3.24824e+00,7.87333e+01,7.13000e+01
 674,                   Mississippi,3.58067e+00,3.39419e+00,7.27097e+01,7.22903e+01
 824,                          UTEP,3.57446e+00,3.19052e+00,7.55161e+01,7.19032e+01
 617,                       Houston,3.56770e+00,3.08314e+00,7.67500e+01,6.90625e+01
 817,                          UNLV,3.55682e+00,3.19233e+00,6.90323e+01,6.42258e+01
 849,                     Wisconsin,3.55019e+00,3.50122e+00,6.43871e+01,5.90000e+01
 725,                        Oregon,3.53073e+00,3.73170e+00,6.73548e+01,7.61290e+01
 695,                      NC State,3.52523e+00,3.55520e+00,7.29667e+01,6.95667e+01
 569,                        Dayton,3.52145e+00,3.09578e+00,6.75152e+01,6.15152e+01
 822,                       Utah St,3.49803e+00,2.88870e+00,7.29091e+01,6.24545e+01
 624,                   Illinois St,3.49285e+00,2.90608e+00,7.07576e+01,6.27879e+01
 778,                     St John's,3.47793e+00,3.60829e+00,6.58485e+01,6.73636e+01
 714,                 Northern Iowa,3.44992e+00,3.04247e+00,6.76970e+01,6.35455e+01
 802,                         Tulsa,3.42673e+00,3.20049e+00,6.71212e+01,6.16061e+01
 504,                       Alabama,3.41914e+00,3.41932e+00,7.28333e+01,7.13333e+01
 754,                  San Diego St,3.41242e+00,3.18424e+00,6.74194e+01,6.01290e+01
 825,               VA Commonwealth,3.41040e+00,2.85904e+00,7.20000e+01,6.33636e+01
 827,                    Vanderbilt,3.40829e+00,3.27802e+00,7.04839e+01,6.55806e+01
 702,                 New Mexico St,3.38952e+00,3.02063e+00,7.63438e+01,7.43750e+01
 515,                      Arkansas,3.36592e+00,3.33483e+00,7.46000e+01,7.37667e+01
 573,                        DePaul,3.35742e+00,3.63838e+00,6.43333e+01,7.24242e+01
 568,                      Davidson,3.33899e+00,2.87042e+00,7.74688e+01,6.50000e+01
 554,                Col Charleston,3.33565e+00,2.63488e+00,7.69412e+01,7.20882e+01
 715,                  Northwestern,3.32633e+00,3.41206e+00,6.36000e+01,6.02667e+01
 699,                        Nevada,3.32471e+00,3.02660e+00,6.96250e+01,6.65938e+01
 830,                      Virginia,3.30520e+00,3.83181e+00,7.00000e+01,7.24643e+01
 781,                  St Mary's CA,3.30274e+00,2.97054e+00,7.27667e+01,6.46333e+01
 841,                 Washington St,3.29348e+00,3.68071e+00,5.92812e+01,5.50312e+01
 852,                       Wyoming,3.28056e+00,3.12098e+00,7.34667e+01,7.49667e+01
 844,                  WI Green Bay,3.27472e+00,2.80585e+00,7.31935e+01,6.59677e+01
 718,                       Oakland,3.25758e+00,2.78559e+00,7.44242e+01,7.09697e+01
 779,                St Joseph's PA,3.25256e+00,3.17762e+00,6.82500e+01,6.62500e+01
 628,                          Iowa,3.24393e+00,3.43277e+00,6.02188e+01,5.96250e+01
 743,                      Richmond,3.24360e+00,3.14526e+00,6.93438e+01,6.72500e+01
 552,                  Cleveland St,3.24328e+00,3.02070e+00,6.49688e+01,5.98438e+01
 535,                        Butler,3.23966e+00,2.93829e+00,6.70000e+01,5.82000e+01
 641,                      La Salle,3.23284e+00,3.10007e+00,7.11935e+01,6.88710e+01
 629,                       Iowa St,3.21974e+00,3.39512e+00,6.49375e+01,6.56250e+01
 835,                    W Kentucky,3.17163e+00,2.82792e+00,7.20968e+01,6.69355e+01
 663,                 Massachusetts,3.15993e+00,3.26333e+00,7.08966e+01,7.37931e+01
 530,                       Bradley,3.15289e+00,3.03302e+00,6.67812e+01,6.63438e+01
 698,                      Nebraska,3.15012e+00,3.40164e+00,6.42667e+01,5.96333e+01
 546,                     Charlotte,3.13320e+00,3.23402e+00,6.87097e+01,7.03871e+01
 732,                      Portland,3.11865e+00,2.89609e+00,7.00968e+01,6.68387e+01
 733,                   Portland St,3.10511e+00,2.64442e+00,7.37097e+01,6.83548e+01
